Domain,CountryCode,MXDnsResponse,TXTDnsResponse,HasSPFInfo,HasDkimInfo,HasDmarcInfo,RegisteredOrg,CreationDate,ExpirationDate,UpdatedDate,RegisteredCountry,NameServers,SubdomainCount,EntropyOfSubDomains,HostIPs,DNSServersIPs,DNSServersCountries,HostIPsCountries,IpReputationDnsblInfo,DomainReputationVirusTotal,CommonPorts,HttpResponseCode,ASN,StrangeCharacters,ConsonantRatio,VowelRatio,NumericRatio,SpecialCharRatio,ConsonantSequence,VowelSequence,NumericSequence,SpecialCharSequence,Entropy,DomainLength,DomainInCiscoUmbrella,Class
165r0n6ztwxd81y936gk3qktqc.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5666666666666667,0.03333333333333333,0.36666666666666664,0.0,"['r', 'n', 'ztwxd', 'y', 'gk', 'qktqc', 'c', 'm']",['o'],"['165', '0', '6', '81', '936', '3']",[],4.348394345536403,30,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
dmc.org,Null,['dmc-org.mail.protection.outlook.com.'],"['""drc1m715hhjb0357bm98p2cv6zvl1s8h""', '""box-domain-verification=9d581c93b03a8f8932718ab37dbdec231d821a0b6ff03a7b64eef2fdc619a918""', '""docusign=0fd655f5-8529-4e96-ad3d-dd2f6a76fb2c""', '""MS=ms89709508""', '""v=spf1 mx ip4:67.231.144.68 ip4:67.231.152.155 ip4:155.139.69.201 ip4:155.139.67.201 ip4:155.139.69.87 ip4:155.139.67.36 include:mktomail.com include:spf.protection.outlook.com ~all""', '""cisco-ci-domain-verification=317cf85d219afaadd8734a10ecbe1f67752888637a46e4c4d3fbd6b3d0072753""', '""MS=F0E609EE2EAA39F52714DD61B48A2746E2DAB256""', '""4Nrghzv4bAu3Uomc3M6lnpxnNotz7IbPf2ODsjG2gWcdj6cZqqIjlPFSGDxnWNYAtHaDNbkfMMQy662hrbI4UQ==""', '""8bph5n0tf5tzqz9191gqyxs2h85x34k2""', '""5e32af1dfe69209f21c1c1cf56cfc1e""']",True,False,False,"Network Solutions, LLC",1994-03-09,2025-03-10,2024-03-21,US,"['ns1.cc.dmc.org', 'ns2.cc.dmc.org']",0,0.0,"['104.18.26.30', '104.18.27.30']","['155.139.50.11', '155.139.68.11']","['Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",403,Null,0,0.7142857142857143,0.14285714285714285,0.0,0.0,"['dmc', 'rg']",['o'],[],[],2.807354922057604,7,930823,0
doherty.edu.au,Null,Null,"['""google-site-verification=ng5_qZzeE1DVIgW-ZIa3OBD5mHma96gzuzQYLwiLF9A""', '""QuoVadis=f68d3ff9-775b-46b3-8b3c-8339e33650c4""', '""fjx70skw0gl13vwr8cycj365fn8nfg0t""', '""ff7srxdgqlbkddqcflmy4z1jv975k1ht""', '""_txa3rmp7xx4rz6f5csi52dbyeih1u5p""', '""24830408-326d-490f-a621-fcb0ccfe9277""']",False,False,False,Education Services Australia Limited,Null,Null,2023-10-02,Null,"['maya.ns.cloudflare.com', 'seth.ns.cloudflare.com']",0,0.0,"['45.60.155.197', '45.60.159.197']","['172.64.32.194', '108.162.192.194', '173.245.58.194', '108.162.193.142', '172.64.33.142', '173.245.59.142']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443, 21, 25]",200,Null,0,0.42857142857142855,0.42857142857142855,0.0,0.0,"['d', 'h', 'rty', 'd']","['o', 'e', 'e', 'u', 'au']",[],[],3.2359263506290326,14,0,0
bzb.ro,RO,"['mx1.mail.hostpoint.ch.', 'mx2.mail.hostpoint.ch.']","['""v=spf1 redirect=spf.mail.hostpoint.ch""']",True,False,False,Null,Null,Null,Null,Null,Null,0,0.0,['217.26.60.79'],"['217.26.48.126', '217.26.51.254', '217.26.53.254']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443, 21, 22]",200,Null,0,0.6666666666666666,0.16666666666666666,0.0,0.0,"['bzb', 'r']",['o'],[],[],2.2516291673878226,6,0,0
klenrvmhwgarsmwfduhlg.org,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8,0.16,0.0,0.0,"['kl', 'nrvmhwg', 'rsmwfd', 'hlg', 'rg']","['e', 'a', 'u', 'o']",[],[],3.9434651896016457,25,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
2295f0bae674d.hosting,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.38095238095238093,0.19047619047619047,0.38095238095238093,0.0,"['f', 'b', 'd', 'h', 'st', 'ng']","['ae', 'o', 'i']","['2295', '0', '674']",[],4.297079327540665,21,0,1
zc8ucj5t1lem1plxhba1m2dqdi.biz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6,0.16666666666666666,0.2,0.0,"['zc', 'cj', 't', 'l', 'm', 'plxhb', 'm', 'dqd', 'b', 'z']","['u', 'e', 'a', 'i', 'i']","['8', '5', '1', '1', '1', '2']",[],4.2817276788697365,30,0,1
oyewixujraldlyjmnmsjx.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.72,0.24,0.0,0.0,"['y', 'w', 'x', 'jr', 'ldlyjmnmsjx', 'c', 'm']","['o', 'e', 'i', 'u', 'a', 'o']",[],[],3.943465189601646,25,0,1
islandflyfishingbc.com,Null,Null,Null,False,False,False,"Network Solutions, LLC",2000-08-26,2026-08-26,2023-05-26,Null,"['NS95.WORLDNIC.COM', 'NS96.WORLDNIC.COM']",0,0.0,['208.91.197.25'],"['162.159.26.217', '162.159.27.155']","['Unknown', 'Unknown']",['Unknown'],0.0,{},[80],403,Null,0,0.7272727272727273,0.22727272727272727,0.0,0.0,"['sl', 'ndflyf', 'sh', 'ngbc', 'c', 'm']","['i', 'a', 'i', 'i', 'o']",[],[],3.7887549139935017,22,0,0
yiyuango8.com,Null,Null,Null,False,False,False,Gname.com Pte. Ltd.,2023-06-09,2025-06-09,2024-07-18,CN,"['JM1.DNS.COM', 'JM2.DNS.COM']",0,0.0,['103.149.144.206'],"['183.253.57.200', '211.99.99.50', '218.98.111.214']",[],['Unknown'],0.0,{},"[80, 443]",200,Null,0,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.0,"['y', 'y', 'ng', 'c', 'm']","['i', 'ua', 'o', 'o']",['8'],[],3.3927474104487847,13,0,0
ewykyoqyygwmmwek.xyz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8,0.15,0.0,0.0,"['wyky', 'qyygwmmw', 'k', 'xyz']","['e', 'o', 'e']",[],[],3.2037016960573483,20,0,1
llurvnqddeciklagrsw.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7391304347826086,0.21739130434782608,0.0,0.0,"['ll', 'rvnqdd', 'c', 'kl', 'grsw', 'c', 'm']","['u', 'e', 'i', 'a', 'o']",[],[],4.0559581516151235,23,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
dtarrjlyahevi.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6470588235294118,0.29411764705882354,0.0,0.0,"['dt', 'rrjly', 'h', 'v', 'c', 'm']","['a', 'a', 'e', 'i', 'o']",[],[],3.8521687236032816,17,0,1
prepolebuful-interuhugipible.net,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.53125,0.40625,0.0,0.03125,"['pr', 'p', 'l', 'b', 'f', 'l', 'nt', 'r', 'h', 'g', 'p', 'bl', 'n', 't']","['e', 'o', 'e', 'u', 'u', 'i', 'e', 'u', 'u', 'i', 'i', 'e', 'e']",[],['-'],3.691428031846024,32,0,1
thewritersjourney.com,Null,"['smtp.secureserver.net.', 'mailstore1.secureserver.net.']",Null,False,False,False,"GoDaddy.com, LLC",1999-08-27,2025-08-27,2024-08-28,US,"['NS43.DOMAINCONTROL.COM', 'NS44.DOMAINCONTROL.COM']",0,0.0,['68.178.254.120'],"['97.74.101.22', '173.201.69.22']","['Unknown', 'Unknown']",['Unknown'],0.0,{},Null,Null,Null,0,0.6190476190476191,0.3333333333333333,0.0,0.0,"['th', 'wr', 't', 'rsj', 'rn', 'y', 'c', 'm']","['e', 'i', 'e', 'ou', 'e', 'o']",[],[],3.748994803525096,21,0,0
digitalinkjetprinter.com,Null,Null,"['""google-site-verification=r-nbxxbYoou_vHbqoCo6CbzXOFaAZHR7Vgb1bC2sBWE""', '""google-site-verification=8l0Zoddw2RYokR_EoNXnAF64QxgbAEqnJ1LgKUG-vz8""']",False,False,False,"ENOM, INC.",2023-10-11,2025-10-11,2024-10-05,CN,"['ALEXIS.NS.CLOUDFLARE.COM', 'KARSYN.NS.CLOUDFLARE.COM']",0,0.0,"['172.67.166.230', '104.21.16.73']","['108.162.194.194', '162.159.38.194', '172.64.34.194', '108.162.193.60', '173.245.59.60', '172.64.33.60']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",403,Null,0,625,0.3333333333333333,0.0,0.0,"['d', 'g', 't', 'l', 'nkj', 'tpr', 'nt', 'r', 'c', 'm']","['i', 'i', 'a', 'i', 'e', 'i', 'e', 'o']",[],[],3.8035088547976788,24,0,0
wrbgrpcuwhlxfom.su,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7777777777777778,0.16666666666666666,0.0,0.0,"['wrbgrpc', 'whlxf', 'm', 's']","['u', 'o', 'u']",[],[],3.8365916681089787,18,0,1
m7m.com,Null,Null,Null,False,False,False,"Network Solutions, LLC",1999-07-01,2034-07-01,2024-07-01,Null,"['NS11.WORLDNIC.COM', 'NS12.WORLDNIC.COM']",0,0.0,['208.91.197.128'],"['162.159.26.214', '162.159.27.150']","['Unknown', 'Unknown']",['Unknown'],0.0,{},[80],403,Null,0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,"['m', 'm', 'c', 'm']",['o'],['7'],[],2.1280852788913944,7,0,0
zoomgame.net,Null,Null,"['""789b9646-d069-47f9-8ebd-fe6c6b264d03""', '""34eba114bb420bebc3d231e9d049e1dc182c1ed6""', '""7448d35e-a307-4e9a-8a23-ef6db840cbc3""', '""3yv523om23uk08n1hla74jg2p13bg78ejj7tq19v""', '""dan-ownership-verification=z2m1wk9m""', '""sav-verification:16334fef7ed443""', '""afternic-verification-ZSxcou49b4wqNEZrrp3JJG""', '""afternic-verification-AgEndTjPSJExGGA3wL7Dwo""', '""dan-ownership-verification=163xqft4""', '""google-site-verification=jmQ1JQf-ezIIbN32RppU9Vj1XiGHEoaex-MEl2vh46g""', '""e5e88b29-aeb2-4d8d-8f42-2bc5f2e30ee2""', '""f3fe310ef620325864ee4a3ebe35ef42230e8efa""']",False,False,False,NAMECHEAP INC,2024-07-08,2025-07-08,0001-01-01,IS,"['TOM.NS.CLOUDFLARE.COM', 'YOLANDA.NS.CLOUDFLARE.COM', 'tom.ns.cloudflare.com', 'yolanda.ns.cloudflare.com']",0,0.0,"['172.67.172.178', '104.21.30.91']","['173.245.59.147', '108.162.193.147', '172.64.33.147', '108.162.192.241', '172.64.32.241', '173.245.58.241']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",403,Null,0,0.5,0.4166666666666667,0.0,0.0,"['z', 'mg', 'm', 'n', 't']","['oo', 'a', 'e', 'e']",[],[],3.084962500721156,12,0,0
newhousenewhomenewlife.com,Null,Null,Null,False,False,False,"GoDaddy.com, LLC",2012-09-05,2025-09-05,2024-09-06,US,"['NS1.INMOTIONWEBHOST.DELETE-REGISTRATION.COM', 'NS2.INMOTIONWEBHOST.DELETE-REGISTRATION.COM']",0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5384615384615384,0.4230769230769231,0.0,0.0,"['n', 'wh', 's', 'n', 'wh', 'm', 'n', 'wl', 'f', 'c', 'm']","['e', 'ou', 'e', 'e', 'o', 'e', 'e', 'i', 'e', 'o']",[],[],3.401422890801963,26,0,0
dogasigorta.com,Null,"['alt1.aspmx.l.google.com.', 'alt4.aspmx.l.google.com.', 'aspmx.l.google.com.', 'alt2.aspmx.l.google.com.', 'alt3.aspmx.l.google.com.']","['""MS=E5ECC83057AF6CEB0FCB10B5D8377C21B983BFB8""', '""google-site-verification=ow7tM3UvFO9JSo39WJc2_Wh8lXR3OfIBXBa6ylO9Fls""', '""v=spf1 a mx a:mail.dogasigorta.com ip4:31.145.109.96/29 ip4:31.145.13.170 ip4:31.145.13.90 ip4:213.153.170.86 ip4:89.207.14.32/27 ip4:89.207.14.64/27 ip4:89.207.14.112/28 ip4:46.221.28.0/29 include:_spf.google.com ~all""']",True,False,False,PDR Ltd. d/b/a PublicDomainRegistry.com,2010-08-01,2027-08-01,2024-08-24,TR,"['NS1.NGNCLOUDNS.COM', 'NS1.NGNCLOUDNS.COM.TR', 'NS2.NGNCLOUDNS.COM', 'NS2.NGNCLOUDNS.COM.TR', 'ns1.ngncloudns.com', 'ns1.ngncloudns.com.tr', 'ns2.ngncloudns.com', 'ns2.ngncloudns.com.tr']",0,0.0,['46.20.152.101'],"['89.207.12.111', '89.207.13.111']",['Unknown'],['Unknown'],0.0,{},Null,Null,Null,0,0.5333333333333333,0.4,0.0,0.0,"['d', 'g', 's', 'g', 'rt', 'c', 'm']","['o', 'a', 'i', 'o', 'a', 'o']",[],[],3.32323142879762,15,0,0
yowcqgcyimiiyweq.xyz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7,0.25,0.0,0.0,"['y', 'wcqgcy', 'm', 'yw', 'q', 'xyz']","['o', 'i', 'ii', 'e']",[],[],3.384183719779189,20,0,1
hwklqwthhoanl.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7647058823529411,0.17647058823529413,0.0,0.0,"['hwklqwthh', 'nl', 'c', 'm']","['oa', 'o']",[],[],3.454822399946607,17,0,1
marketmymarket.com,Null,"['alt3.aspmx.l.google.com.', 'alt4.aspmx.l.google.com.', 'alt2.aspmx.l.google.com.', 'aspmx.l.google.com.', 'alt1.aspmx.l.google.com.']","['""google-site-verification=S72JVffAKigOYRQeXD5WMyjFgJAcQ1HfQpyJS5vW9So""', '""v=spf1 mx a include:_spf.google.com include:sendgrid.net include:relay.mailchannels.net ~all""', '""google-site-verification=B3qKyDoYn6_wbzifLZGKaa74BDFe00efpim1GvgyB44""']",True,False,False,"GoDaddy.com, LLC",2012-05-10,2027-05-10,2022-04-25,US,"['ATHENA.NS.CLOUDFLARE.COM', 'JUSTIN.NS.CLOUDFLARE.COM']",0,0.0,"['104.21.86.233', '172.67.137.154']","['172.64.33.187', '173.245.59.187', '108.162.193.187', '173.245.58.72', '108.162.192.72', '172.64.32.72']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",403,Null,0,0.6666666666666666,0.2777777777777778,0.0,0.0,"['m', 'rk', 'tmym', 'rk', 't', 'c', 'm']","['a', 'e', 'a', 'e', 'o']",[],[],3.169925001442312,18,0,0
ramesmenyala.org,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,"['172.67.160.237', '104.21.74.179']","['173.245.59.187', '108.162.193.187', '172.64.33.187', '173.245.58.91', '172.64.32.91', '108.162.192.91']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",200,Null,0,0.5625,375,0.0,0.0,"['r', 'm', 'sm', 'ny', 'l', 'rg']","['a', 'e', 'e', 'a', 'a', 'o']",[],[],3.327819531114783,16,0,0
ilpliyupxhvf.biz,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6875,0.25,0.0,0.0,"['lpl', 'y', 'pxhvf', 'b', 'z']","['i', 'i', 'u', 'i']",[],[],3.452819531114783,16,0,1
hm3822.com,Null,Null,Null,False,False,False,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),2009-06-11,2025-06-11,2024-08-11,CN,"['NS1.4.CN', 'NS2.4.CN', 'JM1.DNS.COM', 'JM2.DNS.COM']",0,0.0,['208.98.40.15'],[],[],['Unknown'],0.0,{},"[80, 443, 22]",200,Null,0,0.4,0.1,0.4,0.0,"['hm', 'c', 'm']",['o'],['3822'],[],2.9219280948873623,10,0,0
hylmxoamhbmaeqt.cn,CN,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7222222222222222,0.2222222222222222,0.0,0.0,"['hylmx', 'mhbm', 'qt', 'cn']","['oa', 'ae']",[],[],3.6835423624332306,18,0,1
la-fab.com,Null,Null,Null,False,False,False,"OVH, SAS",2019-06-09,2025-06-09,2024-06-10,FR,"['NS1.SIMPLEREZO.COM', 'NS2.SIMPLEREZO.COM', 'ns1.simplerezo.com', 'ns2.simplerezo.com']",0,0.0,['212.129.12.22'],"['151.80.28.172', '62.210.24.75']","['Unknown', 'Unknown']",['Unknown'],1.0,{},"[80, 443, 22]",200,Null,0,0.5,0.3,0.0,0.1,"['l', 'f', 'b', 'c', 'm']","['a', 'a', 'o']",[],['-'],3.121928094887362,10,0,0
dwxlmmnrpmxmgkc.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8947368421052632,0.05263157894736842,0.0,0.0,"['dwxlmmnrpmxmgkc', 'c', 'm']",['o'],[],[],3.426367488473226,19,0,1
longtugame.com,Null,"['mxbiz2.qq.com.', 'mxbiz1.qq.com.']","['""v=spf1 include:spf.mail.qq.com ~all""', '""313y9kyv7y9l0l4462x0dmjnjsr6t402""']",True,False,False,"Alibaba Cloud Computing (Beijing) Co., Ltd.",2011-02-18,2025-02-18,2023-07-25,CN,"['LILAC.DNSPOD.NET', 'MUGGY.DNSPOD.NET']",0,0.0,['203.107.45.157'],"['1.12.0.4', '129.211.176.209', '117.89.178.173', '112.80.181.45', '120.241.130.98', '129.211.176.239', '112.80.181.111', '36.155.149.176', '117.89.178.184', '1.12.0.1']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443]",200,Null,0,0.5714285714285714,0.35714285714285715,0.0,0.0,"['l', 'ngt', 'g', 'm', 'c', 'm']","['o', 'u', 'a', 'e', 'o']",[],[],3.378783493486176,14,0,0
emzt.de,DE,['mail.emzt.de.'],Null,False,False,False,Null,Null,Null,2019-08-08,Null,"['ns1.antagus.de', 'ns2.antagus.de']",0,0.0,['94.102.210.89'],"['195.191.92.10', '195.191.93.10']","['Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 21, 22, 25]",200,Null,0,0.5714285714285714,0.2857142857142857,0.0,0.0,"['mzt', 'd']","['e', 'e']",[],[],2.5216406363433186,7,0,0
ptlgtuce.ru,RU,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6363636363636364,0.2727272727272727,0.0,0.0,"['ptlgt', 'c', 'r']","['u', 'e', 'u']",[],[],3.0957952550009344,11,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
qikjyouiygnthvi.cn,CN,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6666666666666666,0.2777777777777778,0.0,0.0,"['q', 'kjy', 'ygnthv', 'cn']","['i', 'oui', 'i']",[],[],3.6835423624332306,18,0,1
fjendcokkqxdfapdskxq.com,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7916666666666666,0.16666666666666666,0.0,0.0,"['fj', 'ndc', 'kkqxdf', 'pdskxq', 'c', 'm']","['e', 'o', 'a', 'o']",[],[],3.7720552088742005,24,0,1
oxafmdpfxmsywtceoy.sh,SH,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7619047619047619,0.19047619047619047,0.0,0.0,"['x', 'fmdpfxmsywtc', 'y', 'sh']","['o', 'a', 'eo']",[],[],3.820888851350188,21,0,1
sdg4education2030.org,Null,"['spool.mail.gandi.net.', 'fb.mail.gandi.net.']","['""v=spf1 include:_mailcust.gandi.net ?all""']",True,False,False,Gandi SAS,2018-02-07,2025-02-07,2023-12-05,FR,"['ns-214-c.gandi.net', 'ns-29-b.gandi.net', 'ns-86-a.gandi.net']",0,0.0,['193.242.192.56'],"['213.167.230.30', '173.246.100.87', '217.70.187.215']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],0.0,{},"[80, 443]",200,Null,0,0.42857142857142855,0.2857142857142857,0.23809523809523808,0.0,"['sdg', 'd', 'c', 't', 'n', 'rg']","['e', 'u', 'a', 'io', 'o']","['4', '2030']",[],4.011365041826379,21,0,0
etuhnujohtqqnyr.ru,RU,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.6666666666666666,0.2777777777777778,0.0,0.0,"['t', 'hn', 'j', 'htqqnyr', 'r']","['e', 'u', 'u', 'o', 'u']",[],[],3.350209029099897,18,0,1
gwkgwbuxxxst.ru,RU,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.8,0.13333333333333333,0.0,0.0,"['gwkgwb', 'xxxst', 'r']","['u', 'u']",[],[],3.1898980954642866,15,0,1
bazar.,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5,0.3333333333333333,0.0,0.0,"['b', 'z', 'r']","['a', 'a']",[],[],2.2516291673878226,6,0,1
mpgazoecic.net,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.5714285714285714,0.35714285714285715,0.0,0.0,"['mpg', 'z', 'c', 'c', 'n', 't']","['a', 'oe', 'i', 'e']",[],[],3.521640636343319,14,0,1
denizhaber.com.tr,Null,['mail.denizhaber.com.tr.'],"['""v=spf1 a/24 mx/24 ptr -all""', '""spf2.0/pra a/24 mx/24 ptr -all""', '""google-site-verification=X-YHbJQWel0R8AXC0dr8PIfuB_2GKwxklMhrqPPGw_I""']",True,False,False,Null,2005-06-23,2027-06-22,Null,Null,"alex.ns.cloudflare.com
roxy.ns.cloudflare.com",0,0.0,"['104.21.57.65', '172.67.189.96']","['108.162.192.142', '172.64.32.142', '173.245.58.142', '108.162.193.100', '172.64.33.100', '173.245.59.100']","['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']","['Unknown', 'Unknown']",0.0,{},"[80, 443]",Null,Null,0,0.5882352941176471,0.29411764705882354,0.0,0.0,"['d', 'n', 'zh', 'b', 'r', 'c', 'm', 'tr']","['e', 'i', 'a', 'e', 'o']",[],[],3.734521664779752,17,0,0
nkxoockkhrimcq.org,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7222222222222222,0.2222222222222222,0.0,0.0,"['nkx', 'ckkhr', 'mcq', 'rg']","['oo', 'i', 'o']",[],[],3.419381945646371,18,0,1
qrxfnlcokantkwm.org,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.7894736842105263,0.15789473684210525,0.0,0.0,"['qrxfnlc', 'k', 'ntkwm', 'rg']","['o', 'a', 'o']",[],[],3.826874881864637,19,0,1
transceltic.com,Null,['transceltic.com.'],"['""v=spf1 a mx include:websitewelcome.com ~all""']",True,False,False,"GoDaddy.com, LLC",2011-03-12,2025-03-12,2023-03-12,US,"['NS3371.HOSTGATOR.COM', 'NS3372.HOSTGATOR.COM']",0,0.0,['192.185.5.210'],"['192.185.5.21', '192.185.5.207']","['Unknown', 'Unknown']",['Unknown'],1.0,{},"[80, 443, 21, 22, 25]",Null,Null,0,0.6666666666666666,0.26666666666666666,0.0,0.0,"['tr', 'nsc', 'lt', 'c', 'c', 'm']","['a', 'e', 'i', 'o']",[],[],3.4565647621309536,15,0,0
rs.ba,BA,['a.mx.rs.ba.'],"['""https://github.com/publicsuffix/list/pull/1289""']",False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],"['144.76.141.238', '78.28.145.77', '78.28.145.70']","['Unknown', 'Unknown', 'Unknown']",[],0.0,{},Null,Null,Null,0,0.6,0.2,0.0,0.0,"['rs', 'b']",['a'],[],[],2.321928094887362,5,0,0
d09d0f1976237.blackfriday,Null,Null,Null,False,False,False,Null,Null,Null,Null,Null,Null,0,0.0,[],[],[],[],0.0,{},Null,Null,Null,0,0.44,0.12,0.4,0.0,"['d', 'd', 'f', 'bl', 'ckfr', 'd', 'y']","['a', 'i', 'a']","['09', '0', '1976237']",[],4.053660689688185,25,0,1
dljiangming.com,Null,Null,Null,False,False,False,Xin Net Technology Corporation,2023-12-14,2026-12-14,2024-09-12,Null,"['NS1.JUDNS.COM', 'NS2.JUDNS.COM']",0,0.0,['168.76.253.215'],"['218.98.111.214', '211.99.99.50', '183.253.57.200']","['Unknown', 'Unknown', 'Unknown']",['Unknown'],1.0,{},[21],Null,Null,0,0.6666666666666666,0.26666666666666666,0.0,0.0,"['dlj', 'ngm', 'ng', 'c', 'm']","['ia', 'i', 'o']",[],[],3.373557262275185,15,0,0
